PG.ProteinAccessions,PG.Genes,PG.ProteinDescriptions,PG.ProteinNames,Control_R1.raw.PG.Quantity,Control_R1.raw.PG.NrOfPrecursorsMeasured,Control_R1.raw.PG.NrOfStrippedSequencesIdentified,Control_R2.raw.PG.Quantity,Control_R2.raw.PG.NrOfPrecursorsMeasured,Control_R2.raw.PG.NrOfStrippedSequencesIdentified,Control_R3.raw.PG.Quantity,Control_R3.raw.PG.NrOfPrecursorsMeasured,Control_R3.raw.PG.NrOfStrippedSequencesIdentified,TreatmentA_R1.raw.PG.Quantity,TreatmentA_R1.raw.PG.NrOfPrecursorsMeasured,TreatmentA_R1.raw.PG.NrOfStrippedSequencesIdentified,TreatmentA_R2.raw.PG.Quantity,TreatmentA_R2.raw.PG.NrOfPrecursorsMeasured,TreatmentA_R2.raw.PG.NrOfStrippedSequencesIdentified,TreatmentA_R3.raw.PG.Quantity,TreatmentA_R3.raw.PG.NrOfPrecursorsMeasured,TreatmentA_R3.raw.PG.NrOfStrippedSequencesIdentified,TreatmentB_R1.raw.PG.Quantity,TreatmentB_R1.raw.PG.NrOfPrecursorsMeasured,TreatmentB_R1.raw.PG.NrOfStrippedSequencesIdentified,TreatmentB_R2.raw.PG.Quantity,TreatmentB_R2.raw.PG.NrOfPrecursorsMeasured,TreatmentB_R2.raw.PG.NrOfStrippedSequencesIdentified,TreatmentB_R3.raw.PG.Quantity,TreatmentB_R3.raw.PG.NrOfPrecursorsMeasured,TreatmentB_R3.raw.PG.NrOfStrippedSequencesIdentified,PG.Log2FC,PG.Pvalue
P00081,GENE0081,Protein description 81,GENE0081_HUMAN,83585.98337261773,2,6,70694.36822947465,3,6,,1,5,76465.07102031617,1,6,73375.44746633597,1,5,87262.1523904175,3,6,59757.00968027449,3,5,60981.45795271,1,6,56443.666991420054,3,6,0.03605661624459344,0.8033689016520467
P00082,GENE0082,Protein description 82,GENE0082_HUMAN,12801.639206569582,2,2,11367.136716556948,2,2,10170.908311402984,2,2,10860.284286235328,3,2,12303.762879271542,2,2,9429.47727504467,3,2,11779.990062236393,3,2,7183.216276601256,2,2,9431.959885221338,4,2,-0.0774116003190084,0.6252843009832947
P00083,GENE0083,Protein description 83,GENE0083_HUMAN,22006.455402536736,6,8,,4,8,19130.761603736908,6,7,120410.68494664581,6,8,104434.61528598733,5,7,133217.95267620424,5,8,12389.95670062544,6,7,12719.010642339508,4,7,15348.67160463257,6,8,2.533134850684995,0.00046608603955407177
P00084,GENE0084,Protein description 84,GENE0084_HUMAN,,4,8,17401.80327347308,3,8,17111.542812468186,3,8,19408.35956633568,3,8,18515.080710890084,2,7,16734.32576461119,2,7,13010.293168185413,4,7,11218.980493771634,2,8,12816.439122148517,4,7,0.07562648773536473,0.4241462735933248
P00085,GENE0085,Protein description 85,GENE0085_HUMAN,3723.0439129729775,11,6,3860.733123239829,12,6,3624.4924738976197,11,5,5756.0362952478645,11,6,4383.463986708981,10,6,5653.453108185822,11,6,2985.5780822112165,10,5,3256.209322530384,11,5,3714.1310873135767,11,6,0.48438098593336676,0.020172265534862285
P00086,GENE0086,Protein description 86,GENE0086_HUMAN,85704.70798882363,3,7,,2,7,65778.12642042023,4,6,80202.15885451858,3,6,77598.60275905384,3,6,118512.278410841,3,7,63736.920529578194,2,6,66313.53762350437,2,6,62413.01572410769,3,6,0.26705427257833136,0.42574845249322485
P00087,GENE0087,Protein description 87,GENE0087_HUMAN,15172.458493287484,6,4,14967.743681283346,8,4,12542.537176390764,8,3,16058.956396555288,7,3,19380.78391210145,8,4,14760.762151302206,8,4,14163.234479423669,8,4,11942.85688786466,6,3,11858.89457669613,7,3,0.22987714524749592,0.190423267059228
P00088,GENE0088,Protein description 88,GENE0088_HUMAN,28283.225317455526,11,8,34855.960218559805,11,7,33904.6914496432,10,8,38094.1578920956,12,7,38206.49146642144,12,8,39990.69690774872,12,8,29436.50627246524,11,8,29786.04435021068,12,7,29454.62964409215,12,7,0.2667383432515269,0.05171452758947663
P00089,GENE0089,Protein description 89,GENE0089_HUMAN,68430.39983576514,10,2,98587.55172130068,9,1,69474.47245832848,10,2,92612.45248200781,10,1,80430.25741136154,8,2,83397.61096290004,9,2,61871.662271057234,8,2,66106.11248650533,10,2,66325.31409898418,8,1,0.13547491197202888,0.49924405738314026
P00090,GENE0090,Protein description 90,GENE0090_HUMAN,76478.3050149741,10,3,70655.64737655444,8,3,61997.11971301842,10,4,88513.90274109338,10,4,86762.1029556772,8,3,71353.84426965106,9,4,54202.78652003867,8,4,50869.70695672149,8,3,82448.45588453491,9,3,0.23663454568258402,0.1493361283284034
P00091,GENE0091,Protein description 91,GENE0091_HUMAN,104510.52453728777,7,6,103695.47225242398,6,6,112277.26700086048,7,5,132499.80267146783,5,6,124482.96255449337,7,5,141011.5055231004,6,5,81352.86988465487,7,6,93983.18016887372,6,5,95206.38277538236,5,5,0.31156146834567977,0.007992715245694247
P00092,GENE0092,Protein description 92,GENE0092_HUMAN,23424.369420820592,6,7,25398.767545196995,8,7,24429.211211388218,6,6,24373.302959191667,6,6,30371.167247144644,8,7,32020.280733761694,6,6,21930.836054328753,6,7,24115.28437593974,8,7,23376.65894606713,7,7,0.2352046995518151,0.13341711847742393
P00093,GENE0093,Protein description 93,GENE0093_HUMAN,15857.636893780636,12,2,16829.090199087797,10,2,17666.95261717949,12,3,18539.266136548507,12,2,20568.455619301698,12,3,17625.891578273364,10,2,10896.372236746,11,3,14566.239890787898,12,3,14006.43714191288,12,2,0.1705085515527216,0.09875077991571826
P00094,GENE0094,Protein description 94,GENE0094_HUMAN,26330.265631082595,7,7,30464.609235734773,8,7,24385.739477450228,7,6,31858.11319343217,8,7,32465.462383884922,8,7,32905.89551025609,7,7,23355.48901183206,7,6,27029.08375459436,9,6,21365.47976957474,7,6,0.2663395445529382,0.048838070921027224
P00095,GENE0095,Protein description 95,GENE0095_HUMAN,1487.4694894991117,10,5,1596.9875194402107,10,4,1684.7604852694312,11,4,1654.874523725666,11,5,1596.254501314774,10,4,,10,4,1369.707634258366,11,5,1798.892213249532,11,4,1747.945552534623,12,5,0.03378738743832521,0.6620384341658677
P00096,GENE0096,Protein description 96,GENE0096_HUMAN,3674.5252806714657,12,7,2901.574859516114,11,8,2582.4187247768477,11,8,3173.240670295603,12,8,3984.739314842181,13,7,1942.5400616329666,11,7,2235.3993530155685,13,8,,13,8,2464.5895806915023,13,7,-0.05491011015250713,0.8797026526321545
P00097,GENE0097,Protein description 97,GENE0097_HUMAN,3566.875604216537,5,3,2862.2886737962936,4,3,2530.165239261502,5,3,3863.9912344449695,5,2,3774.028390442073,4,2,3831.7826723163384,4,3,327.55480722684615,5,2,284.6997559566828,6,2,300.11111278196375,5,3,0.3710503814783159,0.06298589362870695
P00098,GENE0098,Protein description 98,GENE0098_HUMAN,5846.844835281378,2,5,5698.018343370197,4,5,6932.254455762067,4,5,5775.493594253213,4,5,7002.366013624224,3,6,7065.5234842062755,4,5,4749.310751572751,2,6,6014.8886529900055,4,6,5762.112017038821,3,5,0.1023799980878799,0.47469769022112357
P00099,GENE0099,Protein description 99,GENE0099_HUMAN,70424.61887715895,7,2,59815.08604629467,9,2,67997.0639069922,8,2,78419.38619286033,8,2,75683.67055850012,8,2,69318.3150682999,7,2,52727.76803216939,7,3,51363.168343950296,7,2,54654.11455318334,7,2,0.17412243259663995,0.12210234930472268
P00100,GENE0100,Protein description 100,GENE0100_HUMAN,7005.579097867707,5,2,6274.488336285221,5,1,,6,1,8515.058854267496,6,1,8398.800441732892,7,1,8815.786853445128,7,1,6655.301119576484,7,1,5665.147532938895,6,2,4833.618978343261,7,1,0.37109531360154513,0.010686711803766897
P00101,GENE0101,Protein description 101,GENE0101_HUMAN,15788.001118858027,3,6,15588.340855810851,4,5,15266.551308195696,2,6,18231.81631434059,3,5,17370.868880677026,3,6,23322.23459928702,2,6,17321.91584781757,2,6,14931.265808960903,2,6,16418.857482225216,3,6,0.3250547110351132,0.06999602353676182
P00102,GENE0102,Protein description 102,GENE0102_HUMAN,263845.96130723646,12,6,274011.89884088805,11,5,317651.88707956503,12,6,332428.11989180115,10,6,318704.3700446583,11,5,291852.2160067815,11,5,348017.3038891409,11,5,268843.3381450784,11,5,291369.72622598533,12,6,0.14303940491739553,0.2207189223046945
P00103,GENE0103,Protein description 103,GENE0103_HUMAN,15484.835744032498,11,3,17746.262418037168,11,3,15370.886028129347,11,3,18392.78282345845,11,3,18525.354377449483,10,3,24032.152175234514,10,4,13890.190231110011,11,3,13826.9392602603,10,4,16382.488674708036,9,3,0.31834505121108236,0.09108756802672302
P00104,GENE0104,Protein description 104,GENE0104_HUMAN,97248.46188437339,9,5,109728.56936315776,10,6,126687.55657741256,9,5,144796.11668876288,9,5,165497.28672986766,11,5,118069.16516397618,10,5,100435.55375287619,11,5,106332.3095479896,9,5,114853.23630310138,10,6,0.3551671170580093,0.11900919434957356
P00105,GENE0105,Protein description 105,GENE0105_HUMAN,4913.237357299204,10,8,6713.278725374747,12,8,7293.102979442381,10,7,6355.410512648243,10,7,8039.8648239086315,12,7,9087.446802299228,12,8,5172.306281829435,10,8,6392.045320126119,11,8,6103.280554963744,12,7,0.31626911000542535,0.24151880341704635
P00106,GENE0106,Protein description 106,GENE0106_HUMAN,21104.855090876008,7,3,25428.473401903797,6,3,25353.24705430772,7,3,29726.81179988718,6,3,27563.944460663246,7,4,24701.046888656783,6,3,21646.32734772612,6,4,19767.864500392403,7,4,20587.244789284323,7,3,0.19097632713461898,0.18086949966866417
P00107,GENE0107,Protein description 107,GENE0107_HUMAN,7493.107902161368,9,5,6769.656713112112,7,5,7584.442827768862,8,4,,7,5,8618.753889723705,7,4,6791.878497970213,9,5,5300.239660128501,8,5,5484.7345411054885,7,4,5288.894717609586,7,4,0.07308160595978386,0.6480600356183185
P00108,GENE0108,Protein description 108,GENE0108_HUMAN,18144.18832268269,3,3,15871.320351658827,3,2,21896.80816112271,3,2,20526.01975125032,3,3,23064.81569737575,4,2,19709.295763211707,4,2,16344.361986846989,4,3,11444.016339419915,5,3,14848.581938581916,3,2,0.18845787709246942,0.27966316499618066
P00109,GENE0109,Protein description 109,GENE0109_HUMAN,152173.3579384899,11,4,138819.46441617885,12,4,132703.21994819128,10,5,126081.9295774614,10,5,153022.1336905156,11,5,165622.52103632153,11,4,149640.99366207197,12,4,141816.5218490509,12,4,117443.87800020771,12,4,0.06295722732429354,0.6548176276309108
P00110,GENE0110,Protein description 110,GENE0110_HUMAN,1729.7397949307654,13,7,1657.4541596138881,13,7,1556.2125398625485,13,8,2186.283464054275,13,8,,15,7,1926.9344559112699,13,7,1303.5390413927987,15,8,1520.4077323296879,13,7,1443.8830440948532,14,7,0.31820628004851415,0.03716318041368882
P00111,GENE0111,Protein description 111,GENE0111_HUMAN,75096.76050161255,13,5,67219.22492429968,12,6,66492.93561592214,14,6,10394.26506666729,14,6,10185.529580970533,14,6,7929.086395820498,14,5,71038.09521193034,12,5,55178.52120488467,12,6,66389.91713366495,14,6,-2.8810967855432636,3.070234940023854e-05
P00112,GENE0112,Protein description 112,GENE0112_HUMAN,41071.69948541135,7,2,49300.953699181315,8,1,47803.675392260375,7,2,50401.774358429204,6,2,51924.73822949909,7,2,60477.23622397295,8,1,48950.82237902358,7,1,48035.24838750914,6,1,45419.2737626578,7,1,0.23646900931626647,0.10926389180858634
P00113,GENE0113,Protein description 113,GENE0113_HUMAN,11159.900305324405,1,7,13302.372995977737,2,6,12966.229045738632,1,7,15357.244742734158,3,6,13954.263053244269,3,6,11953.110226657202,2,6,8914.718982322416,3,6,9926.755812023623,2,6,9113.863458719603,2,6,0.13741488906274313,0.35558472934070134
P00114,GENE0114,Protein description 114,GENE0114_HUMAN,2999.8566293372737,14,4,3249.0651542023516,14,3,,12,3,15617.810597163527,14,3,18386.904832886423,12,4,15329.371688496358,14,4,2545.365397557224,13,3,,13,4,2886.4385010722453,12,3,2.392192125051931,0.00024826205084304073
P00115,GENE0115,Protein description 115,GENE0115_HUMAN,29199.131625966573,10,1,42535.81188606126,9,2,31525.158049876845,10,2,33410.002112108785,10,2,36100.701168107626,9,1,35085.25555453576,10,2,191963.25877151825,9,2,236412.92836319137,8,1,222234.2805130074,8,2,0.03735491458951401,0.8356779198383391
P00116,GENE0116,Protein description 116,GENE0116_HUMAN,14073.956471204825,12,6,11988.045597943705,11,6,13167.291851259295,12,5,15986.207323002436,12,5,16615.144903804652,12,5,12698.843062655162,11,5,122513.65760070886,13,6,119692.00506385093,13,6,102623.91751487367,12,5,0.2008135196162968,0.22048314773443803
P00117,GENE0117,Protein description 117,GENE0117_HUMAN,50318.817074113125,6,3,66398.34194983535,5,3,41087.12852074369,5,3,,4,4,59327.16007041784,6,4,55888.92863855566,4,4,35288.078558459245,5,3,41130.52198051659,4,4,39827.295919538155,4,4,0.15865037833142281,0.5863227013919735
P00118,GENE0118,Protein description 118,GENE0118_HUMAN,35193.51839987523,12,7,32542.417117160934,12,7,35943.53046675756,13,8,,13,8,43743.49730192159,14,7,,14,7,26910.394878412066,13,7,27461.13315411432,12,8,34611.620936638064,13,7,0.3412808070098965,
P00119,GENE0119,Protein description 119,GENE0119_HUMAN,452226.22826896753,13,7,632457.1840702924,12,7,396646.88355515874,11,8,725154.1411030826,12,7,506154.4260493533,13,7,637694.3089305657,11,7,398863.01281900646,12,7,461623.3746748145,12,7,437086.6396630689,11,7,0.34828753779970967,0.23816833261004117
P00120,GENE0120,Protein description 120,GENE0120_HUMAN,,2,6,22881.690136877336,3,5,22023.825581218392,3,6,30778.682391355742,3,5,22759.764004640663,3,5,31714.629688988396,1,5,15487.843789959099,3,5,,3,5,19152.601967504273,1,5,0.3245591680407678,0.20039845804674392
P00121,GENE0121,Protein description 121,GENE0121_HUMAN,5459.453078624111,9,6,4970.507352336482,8,6,6665.202477212339,8,6,1006.2792047218901,8,5,982.7018609648669,10,5,960.3215757017019,9,5,4688.593203275108,8,6,4437.076111002593,8,5,4006.2578891207218,9,5,-2.524450802841171,3.6983957595012374e-05
P00122,GENE0122,Protein description 122,GENE0122_HUMAN,46618.513524735805,8,4,46502.938867763856,7,3,52200.40266299734,9,4,51166.07829839032,7,4,57974.84795195764,7,3,51198.160269288324,7,3,32762.831691229643,7,4,42937.84242469825,8,4,45972.69578800034,7,3,0.14147364282934305,0.15695787042919582
P00123,GENE0123,Protein description 123,GENE0123_HUMAN,46495.27488922363,10,2,43381.33994435557,11,1,51536.40672070162,10,2,51634.95025376877,10,1,58191.51085303094,9,2,49290.171195609175,10,1,43213.76987004941,11,2,36845.84611034135,10,2,38323.28945765049,9,2,0.17023531217010834,0.1687910986734391
P00124,GENE0124,Protein description 124,GENE0124_HUMAN,335441.3852778184,5,2,359282.57056549616,4,1,310939.35598405113,4,1,393848.4302351433,6,2,503734.92173994076,6,2,401562.26792387886,4,2,282737.60182634724,5,2,314718.56434742676,5,1,251360.57343481982,4,2,0.3627053722193132,0.048118928789125236
P00125,GENE0125,Protein description 125,GENE0125_HUMAN,158378.19069000435,4,5,156523.19143098284,3,5,155232.72434178178,3,4,163323.40294746874,2,5,158726.58034540017,3,5,164175.88559374298,3,4,115877.31292386263,2,5,103020.60746369393,3,4,124760.11529244242,4,5,0.04844489152536369,0.04887901373385118
P00126,GENE0126,Protein description 126,GENE0126_HUMAN,60537.28977320033,4,3,70014.31880858412,6,4,49974.398313168334,4,3,70699.11773277403,6,3,71633.28444217096,5,3,64187.119186533695,4,4,58138.047182575574,5,4,55620.87709275473,6,4,48532.56479919786,6,4,0.20598094313556636,0.2402089147107531
P00127,GENE0127,Protein description 127,GENE0127_HUMAN,496178.0986332664,9,8,379821.23145535367,7,8,369528.27783011243,9,8,510488.85392735584,9,8,484228.5658951759,8,8,486986.0787082548,8,8,338020.408920163,7,7,382862.00860395207,7,7,314545.24492094957,7,7,0.26319493499163826,0.1286163137290913
P00128,GENE0128,Protein description 128,GENE0128_HUMAN,5084.546758782423,4,4,,4,4,4585.776722149915,5,3,6772.555821343101,5,4,4318.40521023848,4,3,4843.2087547611845,4,3,3570.0903273387153,5,3,3065.8797380653805,5,3,3453.4483875475203,4,3,0.11041141863691095,0.6970099172255371
P00129,GENE0129,Protein description 129,GENE0129_HUMAN,10201.058241504837,7,2,13601.78534539719,9,3,8231.886508335345,9,2,11684.430655231663,8,3,14901.490856416742,7,2,14731.728280324573,7,3,10506.821998022971,8,3,9036.439163295017,7,2,8090.811495699585,7,3,0.38905365235809874,0.178875909059564
P00130,GENE0130,Protein description 130,GENE0130_HUMAN,8950.437980638913,7,7,6944.175240479843,8,7,6921.395072680138,6,7,6918.212725746886,7,7,,6,6,6436.941262352891,8,6,6312.39804876566,7,7,6518.128955739525,7,6,5389.712617419666,6,7,-0.17788749106333057,0.3556059927623069
P00131,GENE0131,Protein description 131,GENE0131_HUMAN,14966.871669693668,11,6,,12,6,15877.090385206206,11,6,16587.36302947336,12,7,17907.74170169535,11,7,24089.664479890234,12,6,10919.719648629334,11,6,15604.198359966264,12,7,15649.668653274834,12,6,0.32200112786729207,0.22994772696115215
P00132,GENE0132,Protein description 132,GENE0132_HUMAN,3055.3048664574035,7,4,2761.42542993279,6,4,3278.854797725217,6,4,3671.096243776627,6,4,3815.1325833601913,6,4,3371.4916489093184,6,3,2264.4972524170084,8,4,2203.749105168303,8,3,2438.8243120270918,7,3,0.25713654320734136,0.04480806678225721
P00133,GENE0133,Protein description 133,GENE0133_HUMAN,92594.69054478471,2,1,79758.86030525071,3,2,88923.12400120363,2,1,117487.437243036,2,1,135551.89488290978,2,1,96054.53822871229,3,2,78870.28585638563,2,2,81249.13968396244,3,1,89305.1878473454,4,1,0.4066429497698003,0.061544486772365424
P00134,GENE0134,Protein description 134,GENE0134_HUMAN,22360.504326531678,11,1,23196.096916371247,11,1,29170.17428481299,10,1,179367.81197969354,10,2,146469.0309967347,11,2,175534.12879522602,10,1,16668.422175106552,11,2,18234.58256035833,9,1,18095.27463681071,11,1,2.75057457131949,5.430316764575322e-05
P00135,GENE0135,Protein description 135,GENE0135_HUMAN,2197.4612780453067,4,4,2337.1842584052665,5,4,2761.6920602684336,3,4,2314.9135350263405,3,5,3570.6272007769066,5,5,2548.1692496432142,3,5,2116.509419936424,4,4,2195.569484297642,5,5,2034.6787493324089,4,5,0.1901450811448715,0.42374903248823126
P00136,GENE0136,Protein description 136,GENE0136_HUMAN,5578.042790824985,5,7,6726.8824854838795,5,8,6670.572854517512,5,8,721.8811092064208,5,7,735.9794245327543,4,7,889.2257910672465,4,8,4543.272293937038,4,7,4978.810906653704,4,7,3893.491394225642,6,8,-3.0164385087939394,2.0612741469080648e-05
P00137,GENE0137,Protein description 137,GENE0137_HUMAN,44378.750511407656,12,4,62663.91984355598,11,3,53128.64717966884,10,4,69623.27020731058,12,4,61239.89332084647,12,4,94029.11320351751,12,3,489657.19050942606,12,3,418734.0554545503,10,4,456191.4881376121,10,3,0.48005160528589386,0.10836439741854538
P00138,GENE0138,Protein description 138,GENE0138_HUMAN,163292.3902499101,6,1,152135.79124458847,4,1,128402.52847382777,5,2,162318.35875374597,5,2,126749.71101734239,4,2,181304.9634140645,4,2,23893.87593084944,4,1,22736.53621012081,6,2,23545.134576086875,5,1,0.07524543012232954,0.7036796071234244
P00139,GENE0139,Protein description 139,GENE0139_HUMAN,1121404.7460149098,2,4,1231627.4803856628,1,4,1121833.4291868343,1,3,1309342.911563584,3,3,986163.2045439073,2,4,1114475.2019569161,2,4,1207388.118210092,2,4,770923.2788217214,3,3,909494.7253873077,2,3,-0.035541898204535016,0.7929586422336001
P00140,GENE0140,Protein description 140,GENE0140_HUMAN,5096284.808270729,6,1,6249242.268287775,6,2,5001655.172555399,5,2,5175781.153905002,6,2,5453450.580097473,6,2,5773618.833943933,5,2,4289662.045598273,5,1,4163827.7929103496,6,1,4056399.4394644815,6,2,0.010963023133847116,0.9270635796680611
P00141,GENE0141,Protein description 141,GENE0141_HUMAN,84523.3915455891,6,4,72437.17813501504,6,3,77654.24013562112,7,3,86785.35790734702,6,4,79387.27857382764,7,3,82719.66480509324,8,3,54509.964496591965,8,4,74306.81352987098,6,3,61502.876088875855,6,4,0.0871480443037278,0.3060057966527497
P00142,GENE0142,Protein description 142,GENE0142_HUMAN,5610.801219370555,10,5,5654.563874127762,11,5,6622.459808168598,9,4,6515.8561725806,10,5,7098.550575696245,11,4,6597.697147612206,9,5,4256.031483936283,9,5,4775.755618729677,11,5,,11,5,0.17948401690250293,0.10787606692062549
P00143,GENE0143,Protein description 143,GENE0143_HUMAN,,10,6,982.9568276772904,10,7,965.2090838842747,12,6,1001.3314358946494,11,6,904.1765911168497,10,7,821.867033728554,11,6,776.4145240508857,10,7,595.6423279185965,12,7,727.9388162907871,12,7,-0.10419902477908138,0.40066320093597074
P00144,GENE0144,Protein description 144,GENE0144_HUMAN,54583.10648640539,2,2,50951.64064724248,2,1,50525.337707545325,1,1,52792.4669637312,1,1,56166.14860005446,2,1,56140.87497813166,2,2,46062.966813272906,2,2,42471.87766187674,3,1,52895.51992809059,3,1,0.0814981149612688,0.1519730553918847
P00145,GENE0145,Protein description 145,GENE0145_HUMAN,7037.48969998351,11,4,9268.470136204749,11,5,7148.068962771897,11,4,9246.653170193584,11,5,8475.249442595714,10,5,9178.543717027786,11,4,7567.1426910548735,12,4,7003.651263717002,12,4,8043.873122276236,12,4,0.20850223100563703,0.19729084899850594
P00146,GENE0146,Protein description 146,GENE0146_HUMAN,18334.61205285765,10,3,14461.92919133905,10,2,13554.609700909512,10,3,20889.27875579663,10,3,17021.111073709653,11,2,14652.671990780455,10,2,12492.297061014431,11,3,15136.96434572698,11,2,14045.074231859024,11,2,0.17854611234232287,0.4199496779784476
P00147,GENE0147,Protein description 147,GENE0147_HUMAN,10002.920148562509,4,4,10345.532021799947,4,5,11791.75575013545,5,4,15105.27629310831,5,4,13710.140814171851,3,4,12424.12558496697,3,5,10192.915005555311,3,4,9333.93002113269,4,5,10548.076582290234,5,5,0.35874422273394124,0.03011229639023895
P00148,GENE0148,Protein description 148,GENE0148_HUMAN,25766.746737340953,7,7,22061.07476417146,7,7,27699.960697919352,7,7,27916.42616777077,6,8,26182.39213345406,7,8,32055.421677899307,5,8,21254.63212084143,6,8,19899.037103985935,6,8,22173.226743980937,7,7,0.19112738622811953,0.2144025715302354
P00149,GENE0149,Protein description 149,GENE0149_HUMAN,236552.1229864148,11,6,228229.36488977907,10,7,220021.05440517826,10,6,199340.32818766142,10,7,264842.87306391844,10,6,226815.2957237687,11,7,174487.94242252244,12,7,160622.71014590902,11,6,180395.7164261536,12,6,0.003868036200906033,0.9762791964726607
P00150,GENE0150,Protein description 150,GENE0150_HUMAN,47619.8142239565,9,6,38489.144813058796,8,6,49849.241421060404,8,6,55900.921497345546,8,6,,8,6,49118.759984104254,9,7,33939.178912733136,10,6,37183.090084683376,9,7,42942.55409746757,8,7,0.2183780495280292,0.27489842868944603
